image1,image2,label
Face_Dataset/1191/0.jpg,Face_Dataset/1191/5.jpg,1
Face_Dataset/1615/4.jpg,Face_Dataset/1426/1.jpg,0
Face_Dataset/917/0.jpg,Face_Dataset/1061/6.jpg,0
Face_Dataset/1170/10.jpg,Face_Dataset/1170/9.jpg,1
Face_Dataset/110/36.jpg,Face_Dataset/110/42.jpg,1
Face_Dataset/651/2.jpg,Face_Dataset/119/0.jpg,0
Face_Dataset/1247/0.jpg,Face_Dataset/1247/8.jpg,1
Face_Dataset/1604/0.jpg,Face_Dataset/1411/2.jpg,0
Face_Dataset/1595/1.jpg,Face_Dataset/799/0.jpg,0
Face_Dataset/54/2.jpg,Face_Dataset/798/0.jpg,0
Face_Dataset/1044/0.jpg,Face_Dataset/633/2.jpg,0
Face_Dataset/520/8.jpg,Face_Dataset/320/0.jpg,0
Face_Dataset/1246/18.jpg,Face_Dataset/1246/9.jpg,1
Face_Dataset/105/0.jpg,Face_Dataset/105/1.jpg,1
Face_Dataset/117/1.jpg,Face_Dataset/117/28.jpg,1
Face_Dataset/1270/14.jpg,Face_Dataset/1270/3.jpg,1
Face_Dataset/1246/10.jpg,Face_Dataset/1246/9.jpg,1
Face_Dataset/1178/1.jpg,Face_Dataset/639/1.jpg,0
Face_Dataset/1542/1.jpg,Face_Dataset/999/1.jpg,0
Face_Dataset/905/1.jpg,Face_Dataset/1419/0.jpg,0
Face_Dataset/1009/0.jpg,Face_Dataset/1009/1.jpg,1
Face_Dataset/117/25.jpg,Face_Dataset/117/41.jpg,1
Face_Dataset/584/10.jpg,Face_Dataset/140/1.jpg,0
Face_Dataset/975/0.jpg,Face_Dataset/226/2.jpg,0
Face_Dataset/1332/5.jpg,Face_Dataset/59/3.jpg,0
Face_Dataset/619/0.jpg,Face_Dataset/861/3.jpg,0
Face_Dataset/1270/0.jpg,Face_Dataset/1270/10.jpg,1
Face_Dataset/111/11.jpg,Face_Dataset/111/3.jpg,1
Face_Dataset/117/24.jpg,Face_Dataset/117/37.jpg,1
Face_Dataset/1156/1.jpg,Face_Dataset/1156/5.jpg,1
Face_Dataset/117/17.jpg,Face_Dataset/117/8.jpg,1
Face_Dataset/1339/1.jpg,Face_Dataset/778/1.jpg,0
Face_Dataset/1305/0.jpg,Face_Dataset/1305/1.jpg,1
Face_Dataset/622/0.jpg,Face_Dataset/1027/2.jpg,0
Face_Dataset/110/27.jpg,Face_Dataset/110/30.jpg,1
Face_Dataset/47/0.jpg,Face_Dataset/1515/1.jpg,0
Face_Dataset/272/4.jpg,Face_Dataset/1305/1.jpg,0
Face_Dataset/1007/25.jpg,Face_Dataset/1007/7.jpg,1
Face_Dataset/199/1.jpg,Face_Dataset/247/0.jpg,0
Face_Dataset/110/42.jpg,Face_Dataset/110/48.jpg,1
Face_Dataset/676/3.jpg,Face_Dataset/644/0.jpg,0
Face_Dataset/1336/0.jpg,Face_Dataset/1209/0.jpg,0
Face_Dataset/962/0.jpg,Face_Dataset/331/0.jpg,0
Face_Dataset/854/1.jpg,Face_Dataset/617/1.jpg,0
Face_Dataset/1291/0.jpg,Face_Dataset/834/1.jpg,0
Face_Dataset/110/18.jpg,Face_Dataset/110/35.jpg,1
Face_Dataset/610/1.jpg,Face_Dataset/1102/1.jpg,0
Face_Dataset/236/0.jpg,Face_Dataset/1418/0.jpg,0
Face_Dataset/1225/8.jpg,Face_Dataset/1225/9.jpg,1
Face_Dataset/1626/2.jpg,Face_Dataset/195/1.jpg,0
Face_Dataset/117/20.jpg,Face_Dataset/117/31.jpg,1
Face_Dataset/629/10.jpg,Face_Dataset/1638/1.jpg,0
Face_Dataset/110/25.jpg,Face_Dataset/110/38.jpg,1
Face_Dataset/1108/11.jpg,Face_Dataset/1108/17.jpg,1
Face_Dataset/1320/1.jpg,Face_Dataset/1320/2.jpg,1
Face_Dataset/1559/1.jpg,Face_Dataset/416/3.jpg,0
Face_Dataset/1176/10.jpg,Face_Dataset/1176/17.jpg,1
Face_Dataset/110/27.jpg,Face_Dataset/110/4.jpg,1
Face_Dataset/162/2.jpg,Face_Dataset/1107/4.jpg,0
Face_Dataset/1131/3.jpg,Face_Dataset/1131/5.jpg,1
Face_Dataset/1256/1.jpg,Face_Dataset/1256/2.jpg,1
Face_Dataset/1189/35.jpg,Face_Dataset/1189/7.jpg,1
Face_Dataset/117/17.jpg,Face_Dataset/117/37.jpg,1
Face_Dataset/1189/29.jpg,Face_Dataset/1189/32.jpg,1
Face_Dataset/1430/0.jpg,Face_Dataset/1234/0.jpg,0
Face_Dataset/193/3.jpg,Face_Dataset/24/1.jpg,0
Face_Dataset/1007/14.jpg,Face_Dataset/1007/5.jpg,1
Face_Dataset/1466/2.jpg,Face_Dataset/1060/2.jpg,0
Face_Dataset/1070/1.jpg,Face_Dataset/1111/0.jpg,0
Face_Dataset/110/0.jpg,Face_Dataset/110/40.jpg,1
Face_Dataset/625/4.jpg,Face_Dataset/822/0.jpg,0
Face_Dataset/1235/0.jpg,Face_Dataset/404/0.jpg,0
Face_Dataset/1206/0.jpg,Face_Dataset/738/1.jpg,0
Face_Dataset/1202/5.jpg,Face_Dataset/1202/6.jpg,1
Face_Dataset/1321/0.jpg,Face_Dataset/1321/2.jpg,1
Face_Dataset/1061/4.jpg,Face_Dataset/1470/1.jpg,0
Face_Dataset/1108/15.jpg,Face_Dataset/1108/4.jpg,1
Face_Dataset/1324/2.jpg,Face_Dataset/30/1.jpg,0
Face_Dataset/1336/1.jpg,Face_Dataset/922/5.jpg,0
Face_Dataset/898/1.jpg,Face_Dataset/384/0.jpg,0
Face_Dataset/1170/13.jpg,Face_Dataset/1170/9.jpg,1
Face_Dataset/985/1.jpg,Face_Dataset/1316/7.jpg,0
Face_Dataset/117/29.jpg,Face_Dataset/117/8.jpg,1
Face_Dataset/519/0.jpg,Face_Dataset/627/0.jpg,0
Face_Dataset/1246/5.jpg,Face_Dataset/1246/7.jpg,1
Face_Dataset/325/0.jpg,Face_Dataset/1493/1.jpg,0
Face_Dataset/1246/2.jpg,Face_Dataset/1246/9.jpg,1
Face_Dataset/1170/11.jpg,Face_Dataset/1170/9.jpg,1
Face_Dataset/1246/16.jpg,Face_Dataset/1246/5.jpg,1
Face_Dataset/302/4.jpg,Face_Dataset/1455/1.jpg,0
Face_Dataset/1496/3.jpg,Face_Dataset/350/8.jpg,0
Face_Dataset/1292/1.jpg,Face_Dataset/1097/1.jpg,0
Face_Dataset/0/1.jpg,Face_Dataset/0/3.jpg,1
Face_Dataset/550/2.jpg,Face_Dataset/1595/0.jpg,0
Face_Dataset/925/1.jpg,Face_Dataset/1499/2.jpg,0
Face_Dataset/1270/16.jpg,Face_Dataset/1270/9.jpg,1
Face_Dataset/1082/27.jpg,Face_Dataset/1082/28.jpg,1
Face_Dataset/279/1.jpg,Face_Dataset/1512/2.jpg,0
Face_Dataset/806/1.jpg,Face_Dataset/735/0.jpg,0
Face_Dataset/127/15.jpg,Face_Dataset/127/16.jpg,1
Face_Dataset/360/1.jpg,Face_Dataset/1042/3.jpg,0
Face_Dataset/1186/0.jpg,Face_Dataset/1622/2.jpg,0
Face_Dataset/1007/25.jpg,Face_Dataset/1007/26.jpg,1
Face_Dataset/940/0.jpg,Face_Dataset/310/1.jpg,0
Face_Dataset/1176/1.jpg,Face_Dataset/1176/10.jpg,1
Face_Dataset/588/11.jpg,Face_Dataset/1539/1.jpg,0
Face_Dataset/1246/10.jpg,Face_Dataset/359/1.jpg,0
Face_Dataset/1092/2.jpg,Face_Dataset/1092/3.jpg,1
Face_Dataset/588/9.jpg,Face_Dataset/1502/1.jpg,0
Face_Dataset/1204/1.jpg,Face_Dataset/138/0.jpg,0
Face_Dataset/1247/6.jpg,Face_Dataset/1247/9.jpg,1
Face_Dataset/550/3.jpg,Face_Dataset/311/1.jpg,0
Face_Dataset/1362/0.jpg,Face_Dataset/212/0.jpg,0
Face_Dataset/1137/2.jpg,Face_Dataset/1548/2.jpg,0
Face_Dataset/1189/20.jpg,Face_Dataset/1189/5.jpg,1
Face_Dataset/1387/2.jpg,Face_Dataset/883/0.jpg,0
Face_Dataset/259/1.jpg,Face_Dataset/417/1.jpg,0
Face_Dataset/1376/1.jpg,Face_Dataset/306/7.jpg,0
Face_Dataset/1092/10.jpg,Face_Dataset/1092/6.jpg,1
Face_Dataset/1108/1.jpg,Face_Dataset/1108/5.jpg,1
Face_Dataset/51/0.jpg,Face_Dataset/1492/1.jpg,0
Face_Dataset/1196/0.jpg,Face_Dataset/514/0.jpg,0
Face_Dataset/1198/2.jpg,Face_Dataset/1198/8.jpg,1
Face_Dataset/1448/0.jpg,Face_Dataset/154/1.jpg,0
Face_Dataset/117/29.jpg,Face_Dataset/117/30.jpg,1
Face_Dataset/125/2.jpg,Face_Dataset/125/3.jpg,1
Face_Dataset/835/0.jpg,Face_Dataset/276/0.jpg,0
Face_Dataset/1182/0.jpg,Face_Dataset/1182/4.jpg,1
Face_Dataset/1220/0.jpg,Face_Dataset/1220/1.jpg,1
Face_Dataset/1553/0.jpg,Face_Dataset/74/0.jpg,0
Face_Dataset/1092/12.jpg,Face_Dataset/1092/4.jpg,1
Face_Dataset/599/0.jpg,Face_Dataset/502/0.jpg,0
Face_Dataset/1020/5.jpg,Face_Dataset/1020/6.jpg,1
Face_Dataset/99/6.jpg,Face_Dataset/1194/4.jpg,0
Face_Dataset/1176/1.jpg,Face_Dataset/1176/3.jpg,1
Face_Dataset/1270/1.jpg,Face_Dataset/1270/3.jpg,1
Face_Dataset/1264/1.jpg,Face_Dataset/1264/2.jpg,1
Face_Dataset/1007/28.jpg,Face_Dataset/1007/8.jpg,1
Face_Dataset/1014/1.jpg,Face_Dataset/1014/2.jpg,1
Face_Dataset/449/1.jpg,Face_Dataset/1603/1.jpg,0
Face_Dataset/1088/11.jpg,Face_Dataset/1088/13.jpg,1
Face_Dataset/120/2.jpg,Face_Dataset/16/1.jpg,0
Face_Dataset/1522/0.jpg,Face_Dataset/1402/1.jpg,0
Face_Dataset/110/37.jpg,Face_Dataset/110/41.jpg,1
Face_Dataset/1082/21.jpg,Face_Dataset/1082/6.jpg,1
Face_Dataset/1082/19.jpg,Face_Dataset/1082/25.jpg,1
Face_Dataset/1255/0.jpg,Face_Dataset/1466/2.jpg,0
Face_Dataset/117/22.jpg,Face_Dataset/117/31.jpg,1
Face_Dataset/146/1.jpg,Face_Dataset/116/0.jpg,0
Face_Dataset/1043/2.jpg,Face_Dataset/1043/4.jpg,1
Face_Dataset/1151/4.jpg,Face_Dataset/1151/9.jpg,1
Face_Dataset/1082/1.jpg,Face_Dataset/1082/27.jpg,1
Face_Dataset/2/1.jpg,Face_Dataset/621/4.jpg,0
Face_Dataset/1404/1.jpg,Face_Dataset/714/1.jpg,0
Face_Dataset/1100/0.jpg,Face_Dataset/1533/1.jpg,0
Face_Dataset/1082/29.jpg,Face_Dataset/1082/31.jpg,1
Face_Dataset/1176/17.jpg,Face_Dataset/1176/19.jpg,1
Face_Dataset/748/1.jpg,Face_Dataset/248/1.jpg,0
Face_Dataset/1280/15.jpg,Face_Dataset/1280/3.jpg,1
Face_Dataset/507/0.jpg,Face_Dataset/1509/0.jpg,0
Face_Dataset/325/3.jpg,Face_Dataset/2/0.jpg,0
Face_Dataset/712/0.jpg,Face_Dataset/77/2.jpg,0
Face_Dataset/1246/0.jpg,Face_Dataset/1246/12.jpg,1
Face_Dataset/1632/2.jpg,Face_Dataset/1643/2.jpg,0
Face_Dataset/1007/27.jpg,Face_Dataset/1007/8.jpg,1
Face_Dataset/1176/10.jpg,Face_Dataset/1176/7.jpg,1
Face_Dataset/359/1.jpg,Face_Dataset/1524/1.jpg,0
Face_Dataset/1099/1.jpg,Face_Dataset/908/9.jpg,0
Face_Dataset/1280/13.jpg,Face_Dataset/1280/4.jpg,1
Face_Dataset/781/1.jpg,Face_Dataset/1243/2.jpg,0
Face_Dataset/1082/11.jpg,Face_Dataset/1082/15.jpg,1
Face_Dataset/1247/6.jpg,Face_Dataset/780/0.jpg,0
Face_Dataset/455/0.jpg,Face_Dataset/1117/0.jpg,0
Face_Dataset/1311/0.jpg,Face_Dataset/11/1.jpg,0
Face_Dataset/1006/0.jpg,Face_Dataset/1006/2.jpg,1
Face_Dataset/117/41.jpg,Face_Dataset/117/5.jpg,1
Face_Dataset/117/40.jpg,Face_Dataset/117/41.jpg,1
Face_Dataset/402/1.jpg,Face_Dataset/564/1.jpg,0
Face_Dataset/1516/0.jpg,Face_Dataset/1174/1.jpg,0
Face_Dataset/110/12.jpg,Face_Dataset/110/33.jpg,1
Face_Dataset/110/21.jpg,Face_Dataset/110/48.jpg,1
Face_Dataset/127/0.jpg,Face_Dataset/127/18.jpg,1
Face_Dataset/1264/0.jpg,Face_Dataset/1264/4.jpg,1
Face_Dataset/1621/0.jpg,Face_Dataset/1141/1.jpg,0
Face_Dataset/879/1.jpg,Face_Dataset/9/0.jpg,0
Face_Dataset/308/3.jpg,Face_Dataset/831/0.jpg,0
Face_Dataset/1288/7.jpg,Face_Dataset/1288/9.jpg,1
Face_Dataset/1007/10.jpg,Face_Dataset/1007/26.jpg,1
Face_Dataset/1082/17.jpg,Face_Dataset/1082/26.jpg,1
Face_Dataset/110/17.jpg,Face_Dataset/110/34.jpg,1
Face_Dataset/1082/11.jpg,Face_Dataset/1082/13.jpg,1
Face_Dataset/1108/1.jpg,Face_Dataset/1108/15.jpg,1
Face_Dataset/110/28.jpg,Face_Dataset/110/46.jpg,1
Face_Dataset/1288/1.jpg,Face_Dataset/1288/14.jpg,1
Face_Dataset/1508/1.jpg,Face_Dataset/163/4.jpg,0
Face_Dataset/1082/13.jpg,Face_Dataset/1082/6.jpg,1
Face_Dataset/110/32.jpg,Face_Dataset/110/48.jpg,1
Face_Dataset/1265/2.jpg,Face_Dataset/1265/3.jpg,1
Face_Dataset/1079/0.jpg,Face_Dataset/1079/1.jpg,1
Face_Dataset/1308/0.jpg,Face_Dataset/1308/4.jpg,1
Face_Dataset/129/0.jpg,Face_Dataset/1155/0.jpg,0
Face_Dataset/1189/25.jpg,Face_Dataset/1189/7.jpg,1
Face_Dataset/1137/0.jpg,Face_Dataset/1137/2.jpg,1
Face_Dataset/1597/11.jpg,Face_Dataset/1487/1.jpg,0
Face_Dataset/1300/2.jpg,Face_Dataset/65/0.jpg,0
Face_Dataset/1480/2.jpg,Face_Dataset/649/2.jpg,0
Face_Dataset/747/3.jpg,Face_Dataset/426/0.jpg,0
Face_Dataset/1321/0.jpg,Face_Dataset/1321/3.jpg,1
Face_Dataset/1270/10.jpg,Face_Dataset/1270/16.jpg,1
Face_Dataset/110/1.jpg,Face_Dataset/110/25.jpg,1
Face_Dataset/795/0.jpg,Face_Dataset/944/2.jpg,0
Face_Dataset/1494/0.jpg,Face_Dataset/195/0.jpg,0
Face_Dataset/1368/2.jpg,Face_Dataset/102/0.jpg,0
Face_Dataset/1649/0.jpg,Face_Dataset/867/0.jpg,0
Face_Dataset/1187/2.jpg,Face_Dataset/1187/3.jpg,1
Face_Dataset/463/1.jpg,Face_Dataset/1451/1.jpg,0
Face_Dataset/1283/2.jpg,Face_Dataset/907/0.jpg,0
Face_Dataset/801/0.jpg,Face_Dataset/326/0.jpg,0
Face_Dataset/1098/6.jpg,Face_Dataset/1098/9.jpg,1
Face_Dataset/304/2.jpg,Face_Dataset/1214/1.jpg,0
Face_Dataset/757/1.jpg,Face_Dataset/1021/2.jpg,0
Face_Dataset/127/22.jpg,Face_Dataset/127/7.jpg,1
Face_Dataset/127/13.jpg,Face_Dataset/127/15.jpg,1
Face_Dataset/28/0.jpg,Face_Dataset/1162/0.jpg,0
Face_Dataset/1225/3.jpg,Face_Dataset/1225/9.jpg,1
Face_Dataset/1225/2.jpg,Face_Dataset/1070/1.jpg,0
Face_Dataset/1096/0.jpg,Face_Dataset/1096/2.jpg,1
Face_Dataset/1007/10.jpg,Face_Dataset/1007/11.jpg,1
Face_Dataset/1004/0.jpg,Face_Dataset/485/1.jpg,0
Face_Dataset/110/10.jpg,Face_Dataset/110/44.jpg,1
Face_Dataset/943/0.jpg,Face_Dataset/317/1.jpg,0
Face_Dataset/767/1.jpg,Face_Dataset/113/1.jpg,0
Face_Dataset/117/24.jpg,Face_Dataset/117/34.jpg,1
Face_Dataset/110/18.jpg,Face_Dataset/110/40.jpg,1
Face_Dataset/117/21.jpg,Face_Dataset/117/9.jpg,1
Face_Dataset/1280/19.jpg,Face_Dataset/1280/7.jpg,1
Face_Dataset/1176/0.jpg,Face_Dataset/1176/9.jpg,1
Face_Dataset/5/2.jpg,Face_Dataset/71/2.jpg,0
Face_Dataset/1393/2.jpg,Face_Dataset/708/5.jpg,0
Face_Dataset/127/16.jpg,Face_Dataset/127/22.jpg,1
Face_Dataset/1116/3.jpg,Face_Dataset/1116/4.jpg,1
Face_Dataset/1136/1.jpg,Face_Dataset/1491/1.jpg,0
Face_Dataset/188/5.jpg,Face_Dataset/1180/0.jpg,0
Face_Dataset/938/0.jpg,Face_Dataset/998/1.jpg,0
Face_Dataset/42/0.jpg,Face_Dataset/163/2.jpg,0
Face_Dataset/1082/3.jpg,Face_Dataset/1082/6.jpg,1
Face_Dataset/1442/1.jpg,Face_Dataset/1014/1.jpg,0
Face_Dataset/995/0.jpg,Face_Dataset/273/1.jpg,0
Face_Dataset/1280/4.jpg,Face_Dataset/1280/9.jpg,1
Face_Dataset/343/1.jpg,Face_Dataset/495/1.jpg,0
Face_Dataset/1082/19.jpg,Face_Dataset/1082/22.jpg,1
Face_Dataset/110/22.jpg,Face_Dataset/110/48.jpg,1
Face_Dataset/1124/0.jpg,Face_Dataset/1124/1.jpg,1
Face_Dataset/486/1.jpg,Face_Dataset/613/1.jpg,0
Face_Dataset/1270/17.jpg,Face_Dataset/1270/3.jpg,1
Face_Dataset/117/17.jpg,Face_Dataset/117/39.jpg,1
Face_Dataset/1225/0.jpg,Face_Dataset/1225/4.jpg,1
Face_Dataset/1302/2.jpg,Face_Dataset/1118/0.jpg,0
Face_Dataset/23/4.jpg,Face_Dataset/18/0.jpg,0
Face_Dataset/1407/28.jpg,Face_Dataset/1522/0.jpg,0
Face_Dataset/779/1.jpg,Face_Dataset/894/0.jpg,0
Face_Dataset/1082/18.jpg,Face_Dataset/1082/28.jpg,1
Face_Dataset/1451/0.jpg,Face_Dataset/594/0.jpg,0
Face_Dataset/1007/17.jpg,Face_Dataset/1007/28.jpg,1
Face_Dataset/1128/1.jpg,Face_Dataset/1346/8.jpg,0
Face_Dataset/1277/0.jpg,Face_Dataset/1277/1.jpg,1
Face_Dataset/1312/3.jpg,Face_Dataset/907/1.jpg,0
Face_Dataset/1124/0.jpg,Face_Dataset/1517/1.jpg,0
Face_Dataset/110/14.jpg,Face_Dataset/110/42.jpg,1
Face_Dataset/880/0.jpg,Face_Dataset/294/1.jpg,0
Face_Dataset/642/0.jpg,Face_Dataset/1205/2.jpg,0
Face_Dataset/1082/22.jpg,Face_Dataset/1082/3.jpg,1
Face_Dataset/1027/0.jpg,Face_Dataset/487/1.jpg,0
Face_Dataset/110/1.jpg,Face_Dataset/110/5.jpg,1
Face_Dataset/704/0.jpg,Face_Dataset/1353/1.jpg,0
Face_Dataset/207/3.jpg,Face_Dataset/149/3.jpg,0
Face_Dataset/110/2.jpg,Face_Dataset/110/44.jpg,1
Face_Dataset/1288/12.jpg,Face_Dataset/1288/7.jpg,1
Face_Dataset/1331/0.jpg,Face_Dataset/673/0.jpg,0
Face_Dataset/156/1.jpg,Face_Dataset/805/1.jpg,0
Face_Dataset/1189/16.jpg,Face_Dataset/1189/34.jpg,1
Face_Dataset/1478/2.jpg,Face_Dataset/110/44.jpg,0
Face_Dataset/1442/0.jpg,Face_Dataset/1376/2.jpg,0
Face_Dataset/1075/3.jpg,Face_Dataset/1075/6.jpg,1
Face_Dataset/409/2.jpg,Face_Dataset/1432/1.jpg,0
Face_Dataset/1150/0.jpg,Face_Dataset/1150/3.jpg,1
Face_Dataset/715/1.jpg,Face_Dataset/675/1.jpg,0
Face_Dataset/496/0.jpg,Face_Dataset/995/1.jpg,0
Face_Dataset/1270/1.jpg,Face_Dataset/1270/9.jpg,1
Face_Dataset/101/0.jpg,Face_Dataset/420/1.jpg,0
Face_Dataset/1156/1.jpg,Face_Dataset/1156/3.jpg,1
Face_Dataset/1305/1.jpg,Face_Dataset/136/0.jpg,0
Face_Dataset/1135/10.jpg,Face_Dataset/1135/8.jpg,1
Face_Dataset/1018/0.jpg,Face_Dataset/1018/3.jpg,1
Face_Dataset/117/31.jpg,Face_Dataset/117/35.jpg,1
Face_Dataset/590/0.jpg,Face_Dataset/416/2.jpg,0
Face_Dataset/553/11.jpg,Face_Dataset/1433/19.jpg,0
Face_Dataset/1170/14.jpg,Face_Dataset/1170/8.jpg,1
Face_Dataset/1082/2.jpg,Face_Dataset/1082/25.jpg,1
Face_Dataset/55/1.jpg,Face_Dataset/1589/0.jpg,0
Face_Dataset/1151/1.jpg,Face_Dataset/1151/9.jpg,1
Face_Dataset/1082/30.jpg,Face_Dataset/1082/6.jpg,1
Face_Dataset/429/0.jpg,Face_Dataset/919/3.jpg,0
Face_Dataset/110/28.jpg,Face_Dataset/110/49.jpg,1
Face_Dataset/110/1.jpg,Face_Dataset/110/32.jpg,1
Face_Dataset/1046/2.jpg,Face_Dataset/1046/3.jpg,1
Face_Dataset/1088/6.jpg,Face_Dataset/1088/7.jpg,1
Face_Dataset/1048/1.jpg,Face_Dataset/500/5.jpg,0
Face_Dataset/1156/0.jpg,Face_Dataset/1156/1.jpg,1
Face_Dataset/9/2.jpg,Face_Dataset/879/1.jpg,0
Face_Dataset/1176/11.jpg,Face_Dataset/1176/18.jpg,1
Face_Dataset/1096/1.jpg,Face_Dataset/1096/3.jpg,1
Face_Dataset/518/0.jpg,Face_Dataset/1169/1.jpg,0
Face_Dataset/1097/1.jpg,Face_Dataset/1097/4.jpg,1
Face_Dataset/498/0.jpg,Face_Dataset/700/2.jpg,0
Face_Dataset/350/8.jpg,Face_Dataset/1175/0.jpg,0
Face_Dataset/202/1.jpg,Face_Dataset/1444/1.jpg,0
Face_Dataset/1280/14.jpg,Face_Dataset/1280/18.jpg,1
Face_Dataset/1528/0.jpg,Face_Dataset/1409/0.jpg,0
Face_Dataset/110/2.jpg,Face_Dataset/110/8.jpg,1
Face_Dataset/1577/6.jpg,Face_Dataset/99/7.jpg,0
Face_Dataset/1082/29.jpg,Face_Dataset/1082/32.jpg,1
Face_Dataset/110/35.jpg,Face_Dataset/110/43.jpg,1
Face_Dataset/72/0.jpg,Face_Dataset/1131/1.jpg,0
Face_Dataset/1314/1.jpg,Face_Dataset/1097/4.jpg,0
Face_Dataset/1140/0.jpg,Face_Dataset/1424/0.jpg,0
Face_Dataset/1161/5.jpg,Face_Dataset/1161/8.jpg,1
Face_Dataset/1044/1.jpg,Face_Dataset/1044/2.jpg,1
Face_Dataset/465/0.jpg,Face_Dataset/1430/0.jpg,0
Face_Dataset/1628/0.jpg,Face_Dataset/1525/0.jpg,0
Face_Dataset/779/3.jpg,Face_Dataset/743/0.jpg,0
Face_Dataset/125/3.jpg,Face_Dataset/125/4.jpg,1
Face_Dataset/117/16.jpg,Face_Dataset/117/36.jpg,1
Face_Dataset/117/1.jpg,Face_Dataset/117/36.jpg,1
